    timestep           tps         kinetic_energy  potential_energy     pressure     kinetic_temperature      volume     
     475000         1385.17305       3459.89765       939.55284         8.52734            3.07957           64.00000    
     476000         1385.08828       3488.28796       818.26977         6.36390            3.10484           64.00000    
     477000         1384.98295       3367.57397       758.38308         -4.38214           2.99740           64.00000    
     478000         1384.93601       3306.85367       935.40320        -39.15189           2.94335           64.00000    
     479000         1384.95418       3617.67183       848.16824         39.92583           3.22000           64.00000    
     480000         1384.92498       3467.32003       963.21261         13.09998           3.08618           64.00000    
     481000         1385.04652       3435.06522       966.75251        -11.22657           3.05747           64.00000    
     482000         1385.14264       3408.69361       910.91943        -14.18532           3.03400           64.00000    
     483000         1385.16740       3300.43567       748.28611         -1.43421           2.93764           64.00000    
     484000         1385.24850       3482.92310       958.22983        -17.97158           3.10007           64.00000    
     485000         1385.32271       3625.27619       906.79077        -63.10722           3.22677           64.00000    
     486000         1385.41238       3533.63285       837.37738         31.12188           3.14520           64.00000    
     487000         1385.36861       3357.54315       969.57698        -28.28357           2.98847           64.00000    
     488000         1385.51509       3375.57613       986.19997        -42.07969           3.00452           64.00000    
     489000         1385.63993       3488.63896       977.06733         7.35251            3.10515           64.00000    
     490000         1385.78522       3510.88864       906.01483        -18.95534           3.12496           64.00000    
     491000         1385.89995       3395.97476       966.81320        -24.36597           3.02267           64.00000    
     492000         1385.94850       3512.31738       848.98258        -37.74631           3.12623           64.00000    
     493000         1385.97836       3358.11870       725.93849         10.42093           2.98898           64.00000    
     494000         1385.82044       3403.84096       825.40662         9.50535            3.02968           64.00000    
     495000         1385.87581       3571.64624       976.80679        -35.39642           3.17904           64.00000    
     496000         1385.92245       3553.50268       1044.19667        4.44156            3.16289           64.00000    
     497000         1386.06454       3375.25473       894.20493         7.19035            3.00423           64.00000    
     498000         1386.20935       3193.22491       1032.81239        13.13948           2.84221           64.00000    
     499000         1386.30985       3470.42723       840.72243         40.55035           3.08894           64.00000    
     500000         1386.40478       3527.48527       900.49201         38.72350           3.13973           64.00000    
     501000         1386.39637       3537.65316       968.62889         -6.16278           3.14878           64.00000    
     502000         1386.48624       3360.82839       945.92908         -1.98076           2.99139           64.00000    
     503000         1386.56209       3289.16830       845.56141         -2.14162           2.92761           64.00000    
     504000         1386.62012       3377.01041       968.85878        -39.10566           3.00579           64.00000    
     505000         1386.58557       3571.25405       792.71366         5.57571            3.17869           64.00000    
     506000         1386.65872       3439.09614       902.61032        -38.71145           3.06106           64.00000    
     507000         1386.75128       3190.46860       894.72553        -30.42969           2.83976           64.00000    
     508000         1386.61159       3187.88284       865.34181         53.66534           2.83746           64.00000    
     509000         1386.64917       3649.62043       820.73268        -46.21707           3.24844           64.00000    
     510000         1386.70197       3564.86066       1158.07828        5.23694            3.17300           64.00000    
     511000         1386.77291       3461.32942       938.52287        -28.24482           3.08085           64.00000    
     512000         1386.86593       3370.16385       855.60278        -13.44098           2.99970           64.00000    
     513000         1386.95040       3297.48752       937.36561         18.42103           2.93501           64.00000    
     514000         1386.92743       3479.86050       908.74524         12.16499           3.09734           64.00000    
     515000         1386.83606       3634.74653       829.89343         6.46768            3.23520           64.00000    
     516000         1386.91516       3451.31447       900.55490        -23.22450           3.07193           64.00000    
     517000         1386.96978       3440.87753       827.87188        -33.18225           3.06264           64.00000    
     518000         1386.98947       3452.11711       831.60443         10.91563           3.07265           64.00000    
     519000         1387.00074       3392.76134       885.82013         15.30363           3.01981           64.00000    
     520000         1387.01516       3325.63292       871.88319         23.01409           2.96006           64.00000    
     521000         1386.98065       3325.28060       708.39254         26.39189           2.95975           64.00000    
     522000         1386.77005       3370.04145       865.17852         22.27920           2.99959           64.00000    
     523000         1386.75028       3436.27195       904.49708         13.46366           3.05854           64.00000    
     524000         1386.77000       3556.12325       860.99906         -0.44800           3.16522           64.00000    
     525000         1386.81843       3629.40642       893.30292        -15.14204           3.23045           64.00000    
     526000         1386.82873       3326.49467       978.07342         20.05013           2.96083           64.00000    
     527000         1386.86260       3491.55866       779.20867        -21.95846           3.10775           64.00000    
     528000         1386.91571       3394.79357       1082.16471       -42.20430           3.02162           64.00000    
     529000         1386.91330       3483.37112       1157.80934       -15.79544           3.10046           64.00000    
     530000         1386.99723       3443.87153       881.41181        -26.33202           3.06531           64.00000    
     531000         1387.07039       3422.33665       896.67231         22.91470           3.04614           64.00000    
     532000         1387.09029       3444.50930       838.42797        -37.00550           3.06587           64.00000    
     533000         1387.17054       3471.63251       1024.14125       -29.12652           3.09002           64.00000    
     534000         1387.30507       3494.96678       1033.75201        18.04520           3.11078           64.00000    
     535000         1387.40524       3457.72403       1048.10193       -25.84305           3.07764           64.00000    
     536000         1387.40375       3467.27750       990.92997         -5.17204           3.08614           64.00000    
     537000         1387.39006       3487.19505       893.81851         1.13082            3.10387           64.00000    
     538000         1387.35652       3404.77294       1020.30641        4.17367            3.03051           64.00000    
     539000         1387.32725       3459.36160       966.48320         -4.99638           3.07909           64.00000    
     540000         1387.28730       3274.46735       1056.90834       -21.29564           2.91452           64.00000    
     541000         1387.16572       3326.48936       1026.26933       -22.68550           2.96083           64.00000    
     542000         1387.08872       3536.16604       889.77116        -16.38937           3.14746           64.00000    
     543000         1386.89331       3511.21343       940.34956         2.80176            3.12525           64.00000    
     544000         1386.75773       3478.64261       887.63573         45.94073           3.09626           64.00000    
     545000         1386.55483       3377.50097       744.19176         17.23526           3.00623           64.00000    
     546000         1386.38621       3326.70443       865.13374         32.45650           2.96102           64.00000    
     547000         1386.27610       3441.76362       924.70094         -5.13408           3.06343           64.00000    
     548000         1386.18141       3663.62333       762.73973         2.06033            3.26090           64.00000    
     549000         1386.03225       3474.71515       867.04088        -13.63002           3.09276           64.00000    
     550000         1385.92430       3243.70168       904.47990         -7.51121           2.88714           64.00000    
     551000         1385.90223       3406.21450       787.64474        -26.45572           3.03179           64.00000    
     552000         1385.89348       3605.34209       866.51558         16.30905           3.20903           64.00000    
     553000         1385.87804       3638.93268       1029.99058        6.35525            3.23893           64.00000    
     554000         1385.87195       3647.13866       964.26448         -5.90708           3.24623           64.00000    
     555000         1385.85784       3403.65516       849.99431         -8.68706           3.02951           64.00000    
     556000         1385.73164       3382.05371       687.71103        -23.18160           3.01028           64.00000    
     557000         1385.54204       3309.10083       805.41723         1.03408            2.94535           64.00000    
     558000         1385.46719       3425.11690       874.52169         22.47827           3.04861           64.00000    
     559000         1385.39853       3556.11334       834.89297        -15.50454           3.16521           64.00000    
     560000         1385.31422       3643.40277       844.55669         36.30036           3.24290           64.00000    
     561000         1385.28768       3427.19007       846.75274        -16.53215           3.05046           64.00000    
     562000         1385.26905       3482.97772       885.73639        -13.82767           3.10011           64.00000    
     563000         1385.15658       3390.97074       837.30208        -44.03769           3.01822           64.00000    
     564000         1385.19324       3442.52867       950.49713        -17.42452           3.06411           64.00000    
     565000         1385.19499       3543.57784       923.32778         -4.93674           3.15405           64.00000    
     566000         1385.08600       3490.61907       1033.10145       -33.54073           3.10692           64.00000    
     567000         1385.03018       3455.24290       689.77179         -1.24248           3.07543           64.00000    
     568000         1384.98607       3292.34106       863.81046         3.47882            2.93043           64.00000    
     569000         1384.97140       3426.87203       952.08958        -10.35600           3.05018           64.00000    
     570000         1384.88084       3598.09233       1000.55435       -42.91264           3.20257           64.00000    
     571000         1384.90702       3539.67011       970.74262         7.78747            3.15057           64.00000    
     572000         1384.92227       3402.67898       953.71726         2.15480            3.02864           64.00000    
     573000         1384.96394       3463.12026       946.48017         8.26214            3.08244           64.00000    
     574000         1384.94851       3393.68428       967.31567        -18.35542           3.02064           64.00000    
     575000         1385.00468       3387.41912       903.99269         17.76247           3.01506           64.00000    
     576000         1385.08640       3302.07887       986.90717        -16.94287           2.93910           64.00000    
     577000         1385.07101       3344.91494       1110.53237       -17.50542           2.97723           64.00000    
     578000         1385.11081       3595.12230       963.63909         33.62544           3.19993           64.00000    
     579000         1385.14691       3601.81328       962.80336        -35.41993           3.20589           64.00000    
     580000         1385.18502       3481.06963       1005.63354       -17.35173           3.09842           64.00000    
     581000         1385.20745       3485.60428       848.66290        -18.35465           3.10245           64.00000    
     582000         1385.23778       3394.21268       926.14303         1.89192            3.02111           64.00000    
     583000         1385.13124       3483.68248       628.31716         11.64625           3.10074           64.00000    
     584000         1385.02104       3369.32903       916.77879        -65.53608           2.99896           64.00000    
     585000         1384.98361       3594.51818       770.00493         34.59216           3.19939           64.00000    
     586000         1384.94353       3578.96090       954.32695         8.12606            3.18555           64.00000    
     587000         1384.94010       3501.59168       837.85548         6.74669            3.11668           64.00000    
     588000         1384.91667       3368.95941       876.59291        -35.32158           2.99863           64.00000    
     589000         1384.88100       3257.28665       869.50963        -26.37052           2.89923           64.00000    
     590000         1384.84744       3312.93900       1056.24503        -6.08208           2.94877           64.00000    
     591000         1384.71219       3438.37042       1037.30370        -4.86802           3.06041           64.00000    
     592000         1384.65317       3525.15657       894.65476         58.22844           3.13766           64.00000    
     593000         1384.50090       3505.93125       800.10968         16.61197           3.12054           64.00000    
     594000         1384.47160       3427.78334       823.41046         22.88565           3.05099           64.00000    
     595000         1384.41407       3445.99622       714.44171         6.63757            3.06720           64.00000    
     596000         1384.37010       3372.66718       839.89585        -11.66741           3.00193           64.00000    
     597000         1384.27633       3440.33014       946.70215        -19.74276           3.06215           64.00000    
     598000         1384.26019       3362.47206       1151.67634        9.66284            2.99285           64.00000    
     599000         1384.25792       3300.38983       913.50114         30.84005           2.93760           64.00000    
     600000         1384.19713       3457.44062       883.38857         -3.24932           3.07738           64.00000    
     601000         1384.20689       3570.30487       922.94290         -1.97751           3.17784           64.00000    
     602000         1384.23455       3410.71025       865.77753         6.21123            3.03579           64.00000    
     603000         1384.29682       3339.72672       1022.27326       -21.01069           2.97261           64.00000    
     604000         1384.31494       3354.44198       1109.10025        7.32436            2.98571           64.00000    
     605000         1384.40210       3365.36372       1218.43495       -24.57190           2.99543           64.00000    
     606000         1384.46475       3573.11222       1023.56342       -17.47073           3.18034           64.00000    
     607000         1384.51555       3492.59248       959.86470         -1.57839           3.10867           64.00000    
     608000         1384.53372       3644.74972       759.63977         12.65724           3.24410           64.00000    
     609000         1384.49704       3530.83352       1005.71124       -31.97208           3.14271           64.00000    
     610000         1384.52386       3352.43361       999.74484         -8.96678           2.98392           64.00000    
     611000         1384.55206       3391.37571       1021.19689        21.35036           3.01858           64.00000    
     612000         1384.61019       3441.32861       951.81697        -15.39885           3.06304           64.00000    
     613000         1384.68239       3566.10978       793.85371         22.69643           3.17411           64.00000    
     614000         1384.73593       3403.20843       963.20227         45.60362           3.02911           64.00000    
     615000         1384.80355       3327.61045       961.84244         19.33005           2.96183           64.00000    
     616000         1384.87136       3519.72016       1056.43764        -3.19692           3.13282           64.00000    
     617000         1384.92141       3547.74229       1228.61321        49.06932           3.15776           64.00000    
     618000         1384.95931       3381.35361       1053.57708        -4.57892           3.00966           64.00000    
     619000         1384.99831       3423.51783       1010.09909       -40.81182           3.04719           64.00000    
     620000         1385.06757       3343.49089       908.39505         23.39075           2.97596           64.00000    
     621000         1385.14847       3461.57810       975.74403        -59.73748           3.08107           64.00000    
     622000         1385.18297       3480.04494       950.85238         -8.14259           3.09750           64.00000    
     623000         1385.25520       3532.52167       840.74026        -14.10414           3.14421           64.00000    
     624000         1385.28574       3461.60551       809.54715        -54.08607           3.08109           64.00000    
     625000         1385.24966       3410.31626       759.06019         3.97383            3.03544           64.00000    
     626000         1385.12202       3524.62727       779.00560         20.03359           3.13718           64.00000    
     627000         1385.13647       3563.85574       797.33165         -8.68854           3.17210           64.00000    
     628000         1385.15798       3386.92976       922.06204         0.68829            3.01462           64.00000    
     629000         1385.20265       3368.94882       961.88225         -7.95348           2.99862           64.00000    
     630000         1385.24643       3449.18692       821.41881        -26.97739           3.07004           64.00000    
     631000         1385.28481       3513.87093       729.71013         18.40057           3.12761           64.00000    
     632000         1385.27186       3586.17160       961.73022         24.84700           3.19196           64.00000    
     633000         1385.22472       3525.36435       822.59193         24.22858           3.13784           64.00000    
     634000         1385.29064       3431.78769       947.38835         6.05541            3.05455           64.00000    
     635000         1385.28734       3466.56212       895.28098        -37.39665           3.08550           64.00000    
     636000         1385.32903       3451.14015       749.44619         16.95655           3.07178           64.00000    
     637000         1385.35119       3275.15356       974.32550        -17.96043           2.91513           64.00000    
     638000         1385.38100       3435.93354       823.47103        -30.37926           3.05824           64.00000    
     639000         1385.30651       3451.83011       990.88119         8.91697            3.07239           64.00000    
     640000         1385.25983       3654.03685       977.10237         -5.13041           3.25237           64.00000    
     641000         1385.24686       3630.11754       790.73597         24.26843           3.23108           64.00000    
     642000         1385.26916       3324.85417       905.52621         -9.14803           2.95937           64.00000    
     643000         1385.24869       3434.46787       834.46522         -3.31797           3.05694           64.00000    
     644000         1385.31421       3587.47045       847.30450         -8.41313           3.19312           64.00000    
     645000         1385.36504       3544.07377       970.40756        -18.58409           3.15449           64.00000    
     646000         1385.30942       3445.49348       877.89576         12.61091           3.06675           64.00000    
     647000         1385.24714       3391.44779       737.98669        -12.39834           3.01865           64.00000    
     648000         1385.23038       3398.77150       851.85948         31.03244           3.02516           64.00000    
     649000         1385.24044       3524.43814       955.70907         2.71118            3.13702           64.00000    
     650000         1385.26347       3493.60912       803.84708         8.70300            3.10958           64.00000    
     651000         1385.28861       3348.24888       866.36085         -5.85241           2.98019           64.00000    
     652000         1385.25023       3476.84943       869.99673         3.00388            3.09466           64.00000    
     653000         1385.16984       3487.12239       967.60743         6.13186            3.10380           64.00000    
     654000         1385.15611       3423.50759       791.34146         0.78683            3.04718           64.00000    
     655000         1385.14486       3293.17088       850.31967         -2.15370           2.93117           64.00000    
     656000         1385.11895       3372.56817       851.56606        -11.99311           3.00184           64.00000    
     657000         1385.09957       3627.03032       884.50072        -13.42859           3.22833           64.00000    
     658000         1385.09025       3556.40616       793.16353        -13.10230           3.16547           64.00000    
     659000         1385.09123       3154.11295       902.04261         8.63152            2.80740           64.00000    
     660000         1384.92112       3405.88104       717.13182         18.90500           3.03149           64.00000    
     661000         1384.88808       3381.17093       958.53670         -4.17689           3.00950           64.00000    
     662000         1384.86303       3632.47116       978.22661         19.78028           3.23317           64.00000    
     663000         1384.87596       3527.11395       1025.73679        20.39163           3.13940           64.00000    
     664000         1384.92329       3419.61036       1097.38994        25.73871           3.04371           64.00000    
     665000         1384.95405       3500.67786       954.95718         -5.09634           3.11587           64.00000    
     666000         1384.98518       3450.12375       1013.10724        0.71040            3.07087           64.00000    
     667000         1384.89106       3503.72430       797.58473         22.13298           3.11858           64.00000    
     668000         1384.86617       3459.01796       871.57749         1.98011            3.07879           64.00000    
     669000         1384.78727       3491.42776       804.20780        -13.19325           3.10763           64.00000    
     670000         1384.72655       3483.18411       908.11083         3.53035            3.10030           64.00000    
     671000         1384.66236       3588.77321       796.02588        -35.19371           3.19428           64.00000    
     672000         1384.62064       3653.42608       694.30871        -11.50852           3.25183           64.00000    
     673000         1384.55770       3426.75422       755.01286         0.18191            3.05007           64.00000    
     674000         1384.43590       3616.98532       594.66486         8.52206            3.21939           64.00000    
     675000         1384.37803       3446.63303       718.46800        -30.30705           3.06776           64.00000    
     676000         1384.32057       3494.02026       766.84262         17.49642           3.10994           64.00000    
     677000         1384.23760       3486.59223       706.05774        -30.52332           3.10333           64.00000    
     678000         1384.20640       3596.23397       810.18739        -12.07567           3.20092           64.00000    
     679000         1384.19209       3442.70839       937.57131        -24.77048           3.06427           64.00000    
     680000         1384.18514       3410.04751       970.23169         9.40659            3.03520           64.00000    
     681000         1384.18497       3406.16369       984.58681         4.73993            3.03174           64.00000    
     682000         1384.22981       3360.57770       1012.32927       -30.49901           2.99117           64.00000    
     683000         1384.28824       3316.76499       983.13895        -16.01538           2.95217           64.00000    
     684000         1384.39887       3408.71760       896.09519         6.92984            3.03402           64.00000    
     685000         1384.51413       3428.57224       1047.00450        5.87216            3.05169           64.00000    
     686000         1384.59396       3431.99216       893.88447         43.59806           3.05473           64.00000    
     687000         1384.66510       3505.55397       840.37843         3.67980            3.12021           64.00000    
     688000         1384.67640       3420.19279       844.63700         5.07249            3.04423           64.00000    
     689000         1384.77459       3338.62133       1055.62149        20.68494           2.97163           64.00000    
     690000         1384.85017       3620.04770       911.96939         20.24580           3.22212           64.00000    
     691000         1384.92683       3449.39609       1048.01932       -13.94140           3.07022           64.00000    
     692000         1385.01276       3351.65418       877.79088        -34.85738           2.98323           64.00000    
     693000         1385.07264       3370.80572       848.52455         20.55034           3.00027           64.00000    
     694000         1385.06809       3410.65665       805.79649         16.10926           3.03574           64.00000    
     695000         1384.89794       3398.63459       863.12929        -13.43972           3.02504           64.00000    
     696000         1384.92707       3399.53720       906.00382        -29.04054           3.02585           64.00000    
     697000         1384.92447       3515.32844       847.33297         -0.92372           3.12891           64.00000    
     698000         1384.91186       3449.34435       701.33542         6.78667            3.07018           64.00000    
     699000         1384.92342       3289.69384       618.52786         11.75040           2.92808           64.00000    
     700000         1384.93749       3283.76494       640.72906         26.90235           2.92280           64.00000    
     701000         1384.97564       3424.53413       689.39816         17.86392           3.04809           64.00000    
     702000         1384.93727       3517.10387       889.16234         8.42100            3.13049           64.00000    
     703000         1384.95126       3598.86671       859.34110         -3.58212           3.20326           64.00000    
     704000         1385.00351       3388.99805       785.86917         6.92060            3.01646           64.00000    
     705000         1385.07304       3349.30201       887.03092        -20.36074           2.98113           64.00000    
     706000         1385.14984       3392.32212       913.59129        -58.20194           3.01942           64.00000    
     707000         1385.23035       3358.72849       925.13898        -57.06206           2.98952           64.00000    
     708000         1385.28648       3503.91036       879.21661        -17.39334           3.11875           64.00000    
     709000         1385.26339       3489.64729       889.05489        -30.30060           3.10605           64.00000    
     710000         1385.28629       3391.63143       985.26519         31.59133           3.01881           64.00000    
     711000         1385.29496       3515.96165       858.95428        -11.66949           3.12947           64.00000    
     712000         1385.25470       3448.47720       719.12035        -20.40091           3.06941           64.00000    
     713000         1385.27474       3412.64900       614.34057        -35.10423           3.03752           64.00000    
     714000         1385.33826       3250.47045       957.67960         -1.65156           2.89316           64.00000    
     715000         1385.35609       3333.72037       1005.06813       -25.22284           2.96726           64.00000    
     716000         1385.29270       3458.52440       934.36347         46.42942           3.07835           64.00000    
     717000         1385.33941       3488.98788       744.45917         15.78474           3.10546           64.00000    
     718000         1385.40186       3461.68131       750.76127        -73.58570           3.08116           64.00000    
     719000         1385.48777       3440.34529       878.10848         35.28479           3.06217           64.00000    
     720000         1385.55279       3503.26151       880.17001         10.17250           3.11817           64.00000    
     721000         1385.56566       3333.70728       890.21298        -15.89460           2.96725           64.00000    
     722000         1385.64758       3333.31879       642.63348         0.31946            2.96691           64.00000    
     723000         1385.61083       3383.46340       801.95896         3.91000            3.01154           64.00000    
     724000         1385.65920       3499.18630       935.10986         27.98507           3.11454           64.00000    
     725000         1385.67419       3469.09411       922.85981         12.85023           3.08776           64.00000    
     726000         1385.69695       3438.87703       874.86346        -22.24273           3.06086           64.00000    
     727000         1385.72470       3393.02019       850.73456         -7.18435           3.02004           64.00000    
     728000         1385.72424       3454.54327       857.52789         16.65653           3.07480           64.00000    
     729000         1385.64404       3618.95981       773.33813         -3.00923           3.22115           64.00000    
     730000         1385.54789       3487.78467       970.47977         5.02839            3.10439           64.00000    
     731000         1385.53261       3548.90676       774.48674        -22.33180           3.15880           64.00000    
     732000         1385.50473       3383.60509       673.03700         -0.40637           3.01166           64.00000    
     733000         1385.42588       3280.03817       777.94432         5.84977            2.91948           64.00000    
     734000         1385.39559       3331.96208       902.64136         16.54957           2.96570           64.00000    
     735000         1385.36861       3629.25554       849.12905        -10.78597           3.23031           64.00000    
     736000         1385.28966       3582.09458       813.78537         15.09266           3.18834           64.00000    
     737000         1385.21544       3596.10659       856.96007         7.36474            3.20081           64.00000    
     738000         1385.15792       3489.45187       900.40421         24.03671           3.10588           64.00000    
     739000         1385.16021       3421.24636       936.11147         24.29050           3.04517           64.00000    
     740000         1385.12803       3404.76819       785.51765         -5.53679           3.03050           64.00000    
     741000         1385.06625       3583.34179       568.71429         1.60693            3.18945           64.00000    
     742000         1384.99063       3606.78796       683.50039        -27.96621           3.21031           64.00000    
     743000         1384.84428       3448.12500       800.92857        -23.35353           3.06909           64.00000    
     744000         1384.78581       3575.53767       790.91028         -6.07276           3.18250           64.00000    
     745000         1384.76209       3373.66904       961.16230        -21.95329           3.00282           64.00000    
     746000         1384.73950       3495.89139       851.21728         -3.84110           3.11161           64.00000    
     747000         1384.73772       3498.85492       658.82524        -14.65544           3.11425           64.00000    
     748000         1384.78593       3511.22655       983.07712        -10.58610           3.12526           64.00000    
     749000         1384.82327       3421.74298       1024.04191        2.86772            3.04561           64.00000    
     750000         1384.82094       3479.57960       911.72801         -4.42072           3.09709           64.00000    
     751000         1384.88274       3432.45254       923.65702         2.14717            3.05514           64.00000    
     752000         1384.93777       3616.77867       1012.90710        -5.41488           3.21921           64.00000    
     753000         1384.97663       3603.43358       924.01067         19.27341           3.20733           64.00000    
     754000         1384.97677       3437.30552       837.61902         32.00173           3.05946           64.00000    
     755000         1384.95618       3421.41123       825.07101         5.27101            3.04531           64.00000    
     756000         1384.95572       3457.36367       762.48844         24.48877           3.07732           64.00000    
     757000         1384.78933       3465.63500       989.21398         25.85997           3.08468           64.00000    
     758000         1384.77133       3494.42621       782.00396        -11.27835           3.11030           64.00000    
     759000         1384.73753       3327.61036       926.14426         1.31473            2.96182           64.00000    
     760000         1384.69932       3635.70754       860.94873        -12.97225           3.23605           64.00000    
     761000         1384.69704       3616.26505       969.16650         45.64298           3.21875           64.00000    
     762000         1384.71129       3461.83457       777.96380        -16.53747           3.08129           64.00000    
     763000         1384.67684       3361.95363       710.49490        -13.46801           2.99239           64.00000    
     764000         1384.63684       3538.92758       823.00385         1.04219            3.14991           64.00000    
     765000         1384.71866       3464.74892       856.31639         -8.79662           3.08389           64.00000    
     766000         1384.77349       3387.87740       918.81878         -8.78848           3.01547           64.00000    
     767000         1384.83511       3527.99984       713.28917        -24.21681           3.14019           64.00000    
     768000         1384.87346       3459.15240       836.20618         15.58486           3.07891           64.00000    
     769000         1384.91569       3438.56215       958.48876         2.37786            3.06058           64.00000    
     770000         1384.94957       3414.55475       954.84724         -9.14187           3.03921           64.00000    
     771000         1384.93465       3512.02032       961.72708         14.91351           3.12596           64.00000    
     772000         1384.94911       3550.44279       924.23542         -9.75288           3.16016           64.00000    
     773000         1385.00459       3479.12501       848.87715        -21.76882           3.09668           64.00000    
     774000         1385.02021       3335.43486       848.74281        -14.33343           2.96879           64.00000    
     775000         1385.01949       3256.39004       855.41273        -16.26803           2.89843           64.00000    
     776000         1385.04354       3348.96798       951.28347         5.35406            2.98083           64.00000    
     777000         1385.05029       3491.76763       914.83673         24.24156           3.10794           64.00000    
     778000         1384.97307       3714.13247       905.57535        -12.12882           3.30586           64.00000    
     779000         1384.98223       3545.13313       909.24529         -0.93894           3.15544           64.00000    
     780000         1384.99092       3501.27201       759.45829         16.94503           3.11640           64.00000    
     781000         1384.95591       3401.83657       850.22319         24.10672           3.02789           64.00000    
     782000         1384.98486       3334.28080       814.86952         11.38904           2.96776           64.00000    
     783000         1385.02422       3375.48697       648.54648        -16.15998           3.00444           64.00000    
     784000         1385.03728       3318.39916       704.06089         1.47039            2.95363           64.00000    
     785000         1384.97032       3540.55062       793.88751         -9.89845           3.15136           64.00000    
     786000         1384.97337       3646.81422       772.47105         -1.45313           3.24594           64.00000    
     787000         1384.99819       3624.32155       940.16427         12.58982           3.22592           64.00000    
     788000         1385.05744       3474.66074       830.12566         -3.28473           3.09271           64.00000    
     789000         1385.07089       3260.69606       773.25064         5.01270            2.90227           64.00000    
     790000         1385.13539       3354.13027       838.15165         -4.62189           2.98543           64.00000    
     791000         1385.14918       3489.76644       967.26940         -9.06420           3.10616           64.00000    
     792000         1385.13044       3528.48600       978.97849         13.00797           3.14062           64.00000    
     793000         1385.13167       3448.41742       909.99169         9.30702            3.06935           64.00000    
     794000         1385.14550       3385.26982       879.74586        -34.05036           3.01315           64.00000    
     795000         1385.15348       3369.16889       904.22844        -31.75205           2.99882           64.00000    
     796000         1385.20189       3529.72097       921.57390        -11.61507           3.14172           64.00000    
     797000         1385.27408       3651.76751       834.75694         -0.34109           3.25035           64.00000    
     798000         1385.25585       3412.93746       819.47748         -4.66667           3.03777           64.00000    
     799000         1385.19319       3500.18096       868.45593        -36.14647           3.11543           64.00000    
     800000         1385.19732       3506.56821       1014.60717       -44.76842           3.12111           64.00000    
     801000         1385.20722       3475.37195       998.61595         -3.26356           3.09334           64.00000    
     802000         1385.20685       3403.62802       1015.74811       -10.34324           3.02949           64.00000    
     803000         1385.23876       3490.15627       812.33359         15.43349           3.10650           64.00000    
     804000         1385.27144       3394.89452       905.29953         9.88896            3.02171           64.00000    
     805000         1385.25913       3462.67254       992.53717         -5.70583           3.08204           64.00000    
     806000         1385.19810       3479.45831       987.87357        -11.01639           3.09698           64.00000    
     807000         1385.15546       3596.34314       804.56977        -74.67210           3.20102           64.00000    
     808000         1385.13717       3417.11496       875.99823         -5.21667           3.04149           64.00000    
     809000         1385.10742       3353.67952       950.27724        -40.02352           2.98503           64.00000    
     810000         1385.11054       3197.09718       1123.73731        -1.43562           2.84566           64.00000    
     811000         1385.11579       3443.94321       1048.97985       -10.51799           3.06537           64.00000    
     812000         1385.11352       3462.17162       934.27381         14.61784           3.08159           64.00000    
     813000         1385.13199       3311.24157       1075.88893       -38.01884           2.94726           64.00000    
     814000         1385.20024       3310.96769       952.33400         -9.76471           2.94701           64.00000    
     815000         1385.23704       3481.78048       1107.31641       -12.45929           3.09905           64.00000    
     816000         1385.30385       3563.52992       1130.60211       -17.37554           3.17181           64.00000    
     817000         1385.37424       3511.87725       905.64310         10.20294           3.12584           64.00000    
     818000         1385.44133       3352.27994       949.30138        -14.61213           2.98378           64.00000    
     819000         1385.48470       3423.11664       936.73373         -9.70630           3.04683           64.00000    
     820000         1385.40983       3459.48176       946.37229         28.31760           3.07920           64.00000    
     821000         1385.43394       3340.64254       873.01097        -10.06351           2.97342           64.00000    
     822000         1385.45670       3466.09232       979.22151         67.03830           3.08508           64.00000    
     823000         1385.46994       3587.08526       1022.57927        29.48119           3.19278           64.00000    
     824000         1385.43906       3671.00797       843.55470         -6.17054           3.26747           64.00000    
     825000         1385.44029       3622.82464       765.98031         8.16807            3.22459           64.00000    
     826000         1385.45231       3350.28486       1035.11750        -3.82717           2.98201           64.00000    
     827000         1385.34113       3489.98350       799.32291        -13.95003           3.10635           64.00000    
     828000         1385.33346       3280.09610       1043.10778       -52.47246           2.91953           64.00000    
     829000         1385.35586       3393.04170       897.98001         -3.14247           3.02006           64.00000    
     830000         1385.40148       3544.95639       888.72805        -22.53427           3.15528           64.00000    
     831000         1385.39459       3622.64787       877.50162         33.09285           3.22443           64.00000    
     832000         1385.35038       3452.40643       824.30638         2.26169            3.07290           64.00000    
     833000         1385.31449       3322.26251       973.84645        -22.72911           2.95706           64.00000    
     834000         1385.30381       3611.05918       840.35895         22.85815           3.21412           64.00000    
     835000         1385.32299       3681.81715       882.02862        -19.42000           3.27710           64.00000    
     836000         1385.35503       3618.00077       918.01591         4.27705            3.22029           64.00000    
     837000         1385.40997       3424.08284       974.61024         -8.00363           3.04769           64.00000    
     838000         1385.47252       3340.78589       846.24077         -6.43558           2.97355           64.00000    
     839000         1385.54013       3385.58016       682.17518         -7.61938           3.01342           64.00000    
     840000         1385.58127       3468.59257       885.97683         2.55796            3.08731           64.00000    
     841000         1385.53331       3570.49172       1032.43785       -56.04679           3.17801           64.00000    
     842000         1385.57409       3516.08875       935.66768         21.49088           3.12959           64.00000    
     843000         1385.61048       3219.39881       750.67066         -7.73181           2.86551           64.00000    
